,Unnamed: 0,id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,specTableContent_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,specTableContent_right,cluster_id_right,pair_id,label,is_hard_negative,roberta-base_logits,roberta-base_prediction,rsupcon-base_logits,rsupcon-base_prediction,chatbot_response,chatbot_response_raw,chatbot_question
10,1430,79709520,Audemars Piguet,Audemars Piguet Royal Oak Chronograph Black Dial 41mm Steel,This Pre-Owned Timepiece has been authenticated by our licensed and certified pre-owned watch technician. The movement and casing is true to the condition of which you see in the photo.,82499.550001,AED,,31594,393407,Audemars Piguet,Audemars Piguet Royal Oak Chronograph,Audemars Piguet Royal Oak,36560,USD,,607611,79709520#393407,0,True,"[-0.9959249496, 1.0188646317]",1,[0.0],0,I would,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""I would"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336573,
  ""id"": ""chatcmpl-78osn7KrkJ8lK1vu7fIfl9si85B3Q"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 89,
    ""total_tokens"": 91
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Audemars Piguet Royal Oak Chronograph Black Dial 41mm Steel, product 2: Audemars Piguet Royal Oak Chronograph'}]"
11,3953,25911961,Kingston,Kingston Canvas Select Plus MicroSDXC - 128 GB,"128 GB, microSDXC, Class 10, UHS-I, 3.3 V, SD adapter",24.99,EUR,,27477,40125777,Kingston Technology,Memoire Micro SDHC Kingston Technology Canvas Select,Memoire Micro SDHC Kingston Technology Canvas Select- 128Go MicroSDXC UHS-I Classe 10 mémoire flash,27.99,EUR,,854253,25911961#40125777,0,True,"[-2.8579730988, 2.987704277]",1,[0.0],0,"No,","{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No,"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336586,
  ""id"": ""chatcmpl-78ot05szGAzE8Yaf8eluDQXdPsuN6"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 85,
    ""total_tokens"": 87
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Kingston Canvas Select Plus MicroSDXC - 128 GB, product 2: Memoire Micro SDHC Kingston Technology Canvas Select'}]"
12,3842,48448790,Corsair,Corsair Air ML140 PRO MAGNETIC 140mm LED blue 4-pin,Corsair Air ML140 PRO MAGNETIC 140mm LED blue 4-pin,0,,,509638,62172007,Corsair,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,,284,SEK,,387671,48448790#62172007,0,True,"[-4.3622479439, 4.6556429863]",1,[0.0],0,No.,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336587,
  ""id"": ""chatcmpl-78ot10Wsh5IHDu5HFiGIRzmdNG4OU"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 94,
    ""total_tokens"": 96
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Corsair Air ML140 PRO MAGNETIC 140mm LED blue 4-pin, product 2: Corsair ML Series ML140 PRO LED Premium Magnetic Levitation'}]"
13,3636,20390207,,Сървър HEWLETT PACKARD HP 900GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty Hard Drive,Сървър HEWLETT PACKARD HP 900GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty Hard Drive,890.90,BGN,,603762,83196345,,"HP 900GB 6G SAS 10K 2.5\"" SC Server Hard Disk","HP 900GB 6G SAS 10K 2.5\"" SC Server Hard Disk HP 900GB 6G SAS 10K 2.5\"" SC Server Hard Disk",45200.00,KES,,3775297,20390207#83196345,0,True,"[-3.1521646976, 3.2831292152]",1,[0.0],0,Yes (,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Yes ("",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336587,
  ""id"": ""chatcmpl-78ot15gFpDGo2ecP3k4kM6R9cnJCF"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 125,
    ""total_tokens"": 127
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Сървър HEWLETT PACKARD HP 900GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty Hard Drive, product 2: HP 900GB 6G SAS 10K 2.5\\"" SC Server Hard Disk'}]"
14,4398,63687251,,TP-Link EAP225-Outdoor AC1200 Dual Band Outdoor Access Point,,6000,PHP,,6665678,78212459,,ACCESS POINT TP-LINK EAP EAP225 OUTDOOR - TPN0125,,766.08,BRL,,233795,63687251#78212459,0,True,"[-3.6939213276, 3.945920229]",1,[0.0],0,Yes (,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Yes ("",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336588,
  ""id"": ""chatcmpl-78ot28cKsJfAW9ysukyiShl5QsAxW"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 99,
    ""total_tokens"": 101
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: TP-Link EAP225-Outdoor AC1200 Dual Band Outdoor Access Point, product 2: ACCESS POINT TP-LINK EAP EAP225 OUTDOOR - TPN0125'}]"
15,654,32904975,,"Cartus cerneala Epson T75544, yellow, 4000 pagini, pentru WF-8590DWF, WF-8090DW, WF-8510DWF, WF-8010DW","Cartus cerneala Epson T75544, yellow, 4000 pagini, pentru WF-8590DWF, WF-8090DW, WF-8510DWF, WF-8010DW",315.1261,RON,,2806654,13769345,,EPSON B-300/310N (Yellow),,,,,295197,32904975#13769345,0,True,"[-3.7054343224, 3.9214291573]",1,[0.0],0,"No,","{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No,"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336588,
  ""id"": ""chatcmpl-78ot2dQnG9h5QmmImJHT9RPeR7G4O"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 121,
    ""total_tokens"": 123
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Cartus cerneala Epson T75544, yellow, 4000 pagini, pentru WF-8590DWF, WF-8090DW, WF-8510DWF, WF-8010DW, product 2: EPSON B-300/310N (Yellow)'}]"
16,1974,72054770,,TAG Heuer Automatic Watch WAZ2011.BA0842,"A luxury watch makes a bold statement of style. While many people think watches are simply a practical accessory, a fine timepiece can also add elegance to your look. At Dejaun Jewelers, we are thrilled to offer comprehensive selection of some of the world's most beloved luxury watch brands, including TAG Heuer. We are also proud to be an authorized TAG Heuer retailer in Los Angeles. TAG Heuer's precise timepieces are designed to endure. This Gents watch with model number WAZ2011.BA0842 is part of the ever popular Automatic collection. It features a skillfully crafted Automatic (self winding) movement, Stainless steel",1850.00,USD,,2628369,79959589,,Formula 1 Calibre 5 Automatic Watch,"Watch Dial:Dial Material: Unidirectional turning sandblasted, polished steel & black ceramic bezel with silver shield and numerals / Anthracite sunray dial with minuterie on the flange with a red triangle / Calibre 5Watch Band:Material: fine-brushed 3-row steel bracelet with polished edgesClasp: Fine-brushed steel double safety clasp and “racing suit” extensionMovement:Type: Calibre 5 Automatic WatchDetails: Curved and polished hand-applied indexes, “12” and \""6\"" numerals with luminescent markerWater Resistance:200",1800.00,USD,,2628369,72054770#79959589,1,False,"[3.8154792786, -4.2781147957]",0,[1.0],1,No.,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336589,
  ""id"": ""chatcmpl-78ot3XqAl3bQJYpHVMkLwL7lcBPMm"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 87,
    ""total_tokens"": 89
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: TAG Heuer Automatic Watch WAZ2011.BA0842, product 2: Formula 1 Calibre 5 Automatic Watch'}]"
17,3977,80988716,,Canon EF 100mm F2.8L Macro IS USM + BONUS,"** For purchase inquires, please call 416-977-9711 or email us at info@adencamera.com. **Canon's newest \""L\"" series lens is its first mid-telephoto macro lens to include Canon's sophisticated Image Stabilization. With the highest quality optics available, combined with near-silent Ultrasonic focusing and life-size close-up capabilities without an adapter, the EF 100mm F2.8L Macro IS USM is simply unrivalled. Main Features Hybrid Optical Image StabilizationUltrasonic Focus MotorFocus Range LimiterDustproof and Moisture Proof SealingTruly Circular DiaphragmMinimum Focus Distance: 12\""EF Mount L-Series LensAperture Range: F2.8-32Life-Size (1:1) Macro MagnificationUltra-Low Dispersion Lens Elements*Bonus - Rollei 67mm 16-layers Multi-Coating Optical Glass, Scratch resistant, water and oil stain","$1,100.00Ends 10/1/2020",,,730377,9566556,,EF 100mm f/2.8L Macro IS USM,,1040,EUR,,852917,80988716#9566556,0,True,"[-1.5418534279, 1.5076878071]",1,[0.0],0,"Yes,","{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Yes,"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336589,
  ""id"": ""chatcmpl-78ot3ShBG8Cr8BeIEzLgSiNxTsMce"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 96,
    ""total_tokens"": 98
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Canon EF 100mm F2.8L Macro IS USM + BONUS, product 2: EF 100mm f/2.8L Macro IS USM'}]"
18,2120,35392050,,Fujifilm Instax Square Film - 20 Sheets,"The Fujifilm instax Square Film boasts of high-quality professional instant photograph technology in a square format. It is compatible with any instax Square camera or printer including instax SQ6, SQ20 and SHARE SP-3.Pack contains 20 sheetsGuarantees accurate colour and sharpnessIdeal for scrapbooks or photo albumsLong lasting sheet",22,AUD,,1457721,60950283,,Fujifilm Instax Square Instant Film - 10 Photos,The Fujifilm Instax Square Instant Film is for use with the Fuji Instax Square SQ10 Camera. This pack of Fuji Instax Square film contains 10 photos and will produce fantastic mini images at 62x62mm on a film size of 86x72mm. You can also write on the white border with non water based pens.,11.99,GBP,,1457721,35392050#60950283,1,False,"[3.7292327881, -4.1932168007]",0,[1.0],1,No,"{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336590,
  ""id"": ""chatcmpl-78ot4uyls8VpwqEirnvyxiwYZcLM3"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 1,
    ""prompt_tokens"": 88,
    ""total_tokens"": 89
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Fujifilm Instax Square Film - 20 Sheets, product 2: Fujifilm Instax Square Instant Film - 10 Photos'}]"
19,4138,42121103,,T1204171704100 Tissot Seastar 1000 Quartz,"The Tissot Seastar 1000 merges style and performance without compromising either. The diving inspiration shapes both the appearance and the functionality of this watch. It maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated Swiss timepiece. The diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.Additional Information:Collection: T-SportCase Material: Stainless SteelCrystal: SapphireMovement: QuartzCase Size: 45.5 mmDial:blue gradientAnti-clockwise rotating bezel, ceramic bezel ring, Screw-down crown and case back, See-through case backWater Resistance: 30 bar (300 m) / (100",451.0,EUR,,1167881,43410009,,TISSOT SEASTAR 1000 AUTOMATIC T120.407.11.051.00,"DESCRIPTIONThe Tissot Seastar 1000 merges style and performance without compromising either. The diving inspiration shapes both the appearance and the functionality of this watch. It maintains its performance to a pressure of 30 bar (300m/1'000ft), combining underwater sports and a preference for a sophisticated Swiss timepiece. The diving theme continues through elements such as a unidirectional bezel, a strap with a divers' safety buckle, plus luminescent hands and markings.Case Material316L stainless steel caseCase optionsAnti-clockwise rotating bezel, ceramic bezel ring, Screw-down crown and case back, See-through case backWidth43CrystalScratch-resistant sapphire crystalMovementSwissautomatic,POWERMATIC 80.111Water resistanceWater-resistant up to a pressure of 30 bar (300 m","2,550.00",MYR,,330408,42121103#43410009,0,True,"[-4.1805934906, 4.4715733528]",1,[0.0],0,No.,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336590,
  ""id"": ""chatcmpl-78ot4cqYeRFEdLdfTjxs2JPuGifxP"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 102,
    ""total_tokens"": 104
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: T1204171704100 Tissot Seastar 1000 Quartz, product 2: TISSOT SEASTAR 1000 AUTOMATIC T120.407.11.051.00'}]"
20,4114,75045785,,"PEDAL, PD-RS500, SPD-SL, W/CLEAT",Lighter spring tension optimized for beginner ridersLarger entry target for easier engagementExtra-wide platform transfers pedaling power efficiently,60,USD,,3789862,96573605,Western Digital,"Western Digital Red SA500 2.5\"" 500 GB Serial ATA III 3D NAND","WESTERN DIGITAL BLUE 3D NAND - Disco SSD interno - 1Tb - SATA 3 - 2.5\"" / 6.35 cm - Lectura 560MB/S - Escritura 530MB/S",112.74,EUR,,549556,75045785#96573605,0,True,"[-3.402837038, 3.6195118427]",1,[0.0],0,The two,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""The two"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336591,
  ""id"": ""chatcmpl-78ot5huVlSh3jtJXTgacZ2qUJHwOQ"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 101,
    ""total_tokens"": 103
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: PEDAL, PD-RS500, SPD-SL, W/CLEAT, product 2: Western Digital Red SA500 2.5\\"" 500 GB Serial ATA III 3D NAND'}]"
21,3626,15228268,Epson,Genuine Epson C13T79034010 Magenta High Capacity Ink Cartridge (T7903MHOEM),,34.99,GBP,,2618454,95961137,,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Coiled full HDMI to full HDMI Cable (30cm-45cm),22.96,USD,,1208546,15228268#95961137,0,False,"[-1.9203199148, 2.0110924244]",1,[0.0],0,No.,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336592,
  ""id"": ""chatcmpl-78ot6ibKzm00TPzQAX9AaLaMBXOsl"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 103,
    ""total_tokens"": 105
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Genuine Epson C13T79034010 Magenta High Capacity Ink Cartridge (T7903MHOEM), product 2: Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable'}]"
22,4363,32709637,3M,3M MOBILE INTERACTIVE SOLUTION PF220W9F LIGHTWEIGHT FRAMED PRIVACY FILTER,Condition : New,178.23,USD,,3303908,13519118,,"3M - Privacy Filter 19\""\"" WideS","3M Privacy Filter 19\""\"" WideS (PF319W) - Type: Andet tilbehør",2020.00,DKK,,3303908,32709637#13519118,1,False,"[3.7662460804, -4.2310175896]",0,[1.0],1,"No,","{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No,"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336592,
  ""id"": ""chatcmpl-78ot63mkCmxUagioOnxhIcZibmrFc"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 98,
    ""total_tokens"": 100
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: 3M MOBILE INTERACTIVE SOLUTION PF220W9F LIGHTWEIGHT FRAMED PRIVACY FILTER, product 2: 3M - Privacy Filter 19\\""\\"" WideS'}]"
23,3909,35589885,,"APC Smart-UPS RT - USV - 19\""-Rack montierbar - 230 V",,12351.33,EUR,,280415,26145620,,"APC - Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\""","APC Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\"" (SURT192RMXLBP2) - Kapacitet: 0VA - Produkt: Extra batteri",35101.25,SEK,,1075774,35589885#26145620,0,True,"[-2.0760145187, 2.1029970646]",1,[0.0],0,"No,","{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No,"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336593,
  ""id"": ""chatcmpl-78ot7GLlwMzYKhVz41gV9jrgtjygK"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 129,
    ""total_tokens"": 131
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: APC Smart-UPS RT - USV - 19\\""-Rack montierbar - 230 V, product 2: APC - Smart-UPS RT 192V RM Battery Pack - Batterihölje ( kan monteras i rack ) - 4 x Bly-syra - 6U - 19\\""'}]"
24,3300,93421678,,CORSAIR Crystal Series 570X RGB Mid Tower,"The beautifully designed CORSAIR Crystal Series 570X RGB Mid Tower is now available to make your own!With immaculate tempered glass enclosing the entire chassis, every component of your build is on display for all to see. It has been designed with three vivid SP120 RGB LED fans keeping your components cool and making sure they don’t over heat. There is also a built-in LED controller and an integrated RGB lighting controller which you can change the colours and modes of. Get your CORSAIR Crystal Series 570X RGB Mid Tower today! Available as a Rental, No Interest purchase or Layby.",,,,355445,84031127,Corsair,Corsair Crystal 570X RGB Mid Tower ATX Case White TG CC-9011110-WW | PCByte,,289.0,AUD,,79866,93421678#84031127,0,True,"[-4.0536427498, 4.3454046249000005]",1,[0.0],0,Yes (,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Yes ("",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336593,
  ""id"": ""chatcmpl-78ot7qIkw1tkaIYXHX8ze52fWImap"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 100,
    ""total_tokens"": 102
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: CORSAIR Crystal Series 570X RGB Mid Tower, product 2: Corsair Crystal 570X RGB Mid Tower ATX Case White TG CC-9011110-WW | PCByte'}]"
25,342,4412392,Maxxis,"Maxxis Maxxis, High Roller II, Tire, 29''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, Double Down, Wide Trail, 120x2TPI, Black",,122.00,CAD,,1702430,39023980,,Maxxis Highroller II Black Fold/120 x 2 3C/Terra/DD/TR/WT Tires,"An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, freeride terrain.Features Include:Open, mud clearing tread design with ramped center knobs and aggressive shoulder knobs provide ample bite on loose soil and in corners TERRA - 3C Maxx Terra is softer and offers more traction than 3C Maxx Speed, yet provides better treadwear and less rolling resistance than Maxx Grip DD -",9.0E1,USD,,1702430,4412392#39023980,1,False,"[0.0605003834, -0.2435629517]",0,[1.0],1,Yes (,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Yes ("",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336594,
  ""id"": ""chatcmpl-78ot8dexrCgYJLMF8kHHYSPVQ3Pej"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 134,
    ""total_tokens"": 136
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': ""product 1: Maxxis Maxxis, High Roller II, Tire, 29''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, Double Down, Wide Trail, 120x2TPI, Black, product 2: Maxxis Highroller II Black Fold/120 x 2 3C/Terra/DD/TR/WT Tires""}]"
26,988,84262325,,CANON 707 (LBP-5000) Cyan,,,,,1813263,16525133,,Canon IPF5000 CYAN INK 130ml,Canon IPF5000 CYAN INK 130ml,63.36,GBP,,1059522,84262325#16525133,0,True,"[-1.9297462702, 1.9194535017]",1,[0.0],0,No.,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336595,
  ""id"": ""chatcmpl-78ot9lbdLW0awMSsGvajJcSljVZyg"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 89,
    ""total_tokens"": 91
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: CANON 707 (LBP-5000) Cyan, product 2: Canon IPF5000 CYAN INK 130ml'}]"
27,828,20884128,,DJI - Mavic 2 Part 11 Car Charger,DJI - Mavic 2 Part 11 Car Charger,7.9E1,USD,,697868,60610853,DJI Consumer,DJI Mavic | Car Charger | Spare Part 6,Car Charger for Mavic Pro,55.00,EUR,,1430778,20884128#60610853,0,True,"[-0.7531234026, 0.7176947594]",1,[0.0],0,"Yes,","{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""Yes,"",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336595,
  ""id"": ""chatcmpl-78ot9fMIUfSZNPgzGPCHO9hfV8ifi"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 89,
    ""total_tokens"": 91
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: DJI - Mavic 2 Part 11 Car Charger, product 2: DJI Mavic | Car Charger | Spare Part 6'}]"
28,1653,44313469,,Elixir 11152 Nanoweb 10-47 12-String Acoustic Strings,"Lots of strings sound great — for a day or two that is! Let's face it, replacing strings (especially strings you just bought) is a total hastle! With Elixir Acoustic Nanoweb strings, you get the tone you want and keep it for months after conventional strings wuss out. The secret is the ultra-thin polymer coating Elixir covers their strings with. It keeps the oils on your hands and other nastiness off of your strings so they don't corrode.",24.99,USD,,50573,16899666,Elixir,"Elixir Nanoweb Coated 12-String Guitar String Set, 80/20 Bronze, .010-.047","Elixir guitar strings feature an Ultra-Thin NANOWEB Coating, a unique high technology polymer that provides increased protection of wound strings from perspiration, dirt, and body oils, and still provides great sound.GaugesEBGDAEE11152.010-.047High Octave.010.014.009.012.018.027Low Octave.010.014.023.030.039.047",26.99,GBP,,50573,44313469#16899666,1,False,"[3.6791863441, -4.1317248344]",0,[1.0],1,No.,"{
  ""choices"": [
    {
      ""finish_reason"": ""length"",
      ""index"": 0,
      ""message"": {
        ""content"": ""No."",
        ""role"": ""assistant""
      }
    }
  ],
  ""created"": 1682336596,
  ""id"": ""chatcmpl-78otAQzmnDRxUcgZygO8iFFgtdlAI"",
  ""model"": ""gpt-3.5-turbo-0301"",
  ""object"": ""chat.completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 109,
    ""total_tokens"": 111
  }
}","[{'role': 'system', 'content': 'You are a helpful assistant that tries to tell if two products are the same. Two products are only the same if all attributes match! Only answer yes or no. 0 means no, 1 means yes.'}, {'role': 'user', 'content': 'product 1: Elixir 11152 Nanoweb 10-47 12-String Acoustic Strings, product 2: Elixir Nanoweb Coated 12-String Guitar String Set, 80/20 Bronze, .010-.047'}]"
